protein_id	gene_id	gene_symbol
FBpp0311387	FBgn0037703	Kdm3
FBpp0081541	FBgn0037703	Kdm3
FBpp0072389	FBgn0035111	Dis3l2
FBpp0072388	FBgn0035111	Dis3l2
FBpp0086165	FBgn0086350	tef
FBpp0075948	FBgn0036141	wls
FBpp0075947	FBgn0036141	wls
FBpp0071528	FBgn0020306	dom
FBpp0309691	FBgn0020306	dom
FBpp0071530	FBgn0020306	dom
FBpp0071529	FBgn0020306	dom
FBpp0085913	FBgn0040465	Dlip3
FBpp0271796	FBgn0266757	mfr
FBpp0271797	FBgn0266757	mfr
FBpp0271795	FBgn0266757	mfr
FBpp0271793	FBgn0266757	mfr
FBpp0271799	FBgn0266757	mfr
FBpp0271794	FBgn0266757	mfr
FBpp0271798	FBgn0266757	mfr
FBpp0077674	FBgn0086130	Dbp21E2
FBpp0074633	FBgn0036942	CG7328
FBpp0081138	FBgn0000439	Dfd
FBpp0082328	FBgn0016672	Ipp
FBpp0312455	FBgn0037186	CG11241
FBpp0078188	FBgn0037186	CG11241
FBpp0112101	FBgn0037186	CG11241
FBpp0293356	FBgn0262478	CG43068
FBpp0085710	FBgn0034439	CG10062
FBpp0306125	FBgn0034439	CG10062
FBpp0306124	FBgn0034439	CG10062
FBpp0112365	FBgn0053181	CG33181
FBpp0305350	FBgn0053181	CG33181
FBpp0112366	FBgn0053181	CG33181
FBpp0112367	FBgn0053181	CG33181
FBpp0112364	FBgn0053181	CG33181
FBpp0305349	FBgn0053181	CG33181
FBpp0308858	FBgn0053181	CG33181
FBpp0112363	FBgn0053181	CG33181
FBpp0081291	FBgn0037552	CG7800
FBpp0077793	FBgn0025686	Amnionless
FBpp0303497	FBgn0025686	Amnionless
FBpp0289382	FBgn0259817	SteXh:CG42398
FBpp0309822	FBgn0031772	CG13994
FBpp0078819	FBgn0031772	CG13994
FBpp0289473	FBgn0259933	Dpm2
FBpp0307868	FBgn0033442	CG1690
FBpp0087580	FBgn0033442	CG1690
FBpp0087137	FBgn0033652	ths
FBpp0293164	FBgn0033652	ths
FBpp0080183	FBgn0003255	rk
FBpp0071279	FBgn0014868	Ost48
FBpp0071889	FBgn0034821	CG9876
FBpp0080148	FBgn0004406	PolG1
FBpp0087253	FBgn0033623	CG13202
FBpp0084699	FBgn0039613	Nepl20
FBpp0086332	FBgn0034099	CG15708
FBpp0081270	FBgn0037519	CG3014
FBpp0310945	FBgn0037519	CG3014
FBpp0072724	FBgn0035300	acs
FBpp0088798	FBgn0053459	CG33459
FBpp0112997	FBgn0039311	CG10513
FBpp0306576	FBgn0038100	Paip2
FBpp0082161	FBgn0038100	Paip2
FBpp0070054	FBgn0053502	CG33502
FBpp0073866	FBgn0030663	CG8117
FBpp0091066	FBgn0053820	His2A:CG33820
FBpp0297200	FBgn0262813	CG43184
FBpp0072885	FBgn0035372	CG12093
FBpp0085100	FBgn0261395	Prosalpha3T
FBpp0311950	FBgn0045827	CG13245
FBpp0080360	FBgn0045827	CG13245
FBpp0304528	FBgn0045827	CG13245
FBpp0077683	FBgn0031289	CG13950
FBpp0402782	FBgn0031289	CG13950
FBpp0290126	FBgn0037464	Mst84B
FBpp0290127	FBgn0037464	Mst84B
FBpp0081147	FBgn0037464	Mst84B
FBpp0304858	FBgn0264449	CG43867
FBpp0304855	FBgn0264449	CG43867
FBpp0304859	FBgn0264449	CG43867
FBpp0304853	FBgn0264449	CG43867
FBpp0304861	FBgn0264449	CG43867
FBpp0310016	FBgn0264449	CG43867
FBpp0304854	FBgn0264449	CG43867
FBpp0310017	FBgn0264449	CG43867
FBpp0310015	FBgn0264449	CG43867
FBpp0304860	FBgn0264449	CG43867
FBpp0289635	FBgn0053329	Sp212
FBpp0309922	FBgn0259950	CG42460
FBpp0289522	FBgn0259950	CG42460
FBpp0077540	FBgn0040719	CG15357
FBpp0305223	FBgn0040719	CG15357
FBpp0112958	FBgn0029837	Tsp5D
FBpp0070853	FBgn0029837	Tsp5D
FBpp0303596	FBgn0029837	Tsp5D
FBpp0075223	FBgn0036590	CG13065
FBpp0086294	FBgn0034118	Nup62
FBpp0309066	FBgn0034118	Nup62
FBpp0297777	FBgn0263025	HSPBAP1
FBpp0111941	FBgn0031893	MICU1
FBpp0079033	FBgn0031893	MICU1
FBpp0075736	FBgn0000594	Est-P
FBpp0305013	FBgn0264472	CG43880
FBpp0099632	FBgn0085432	pan
FBpp0088228	FBgn0085432	pan
FBpp0099631	FBgn0085432	pan
FBpp0301556	FBgn0085432	pan
FBpp0088226	FBgn0085432	pan
FBpp0111569	FBgn0085432	pan
FBpp0306416	FBgn0085432	pan
FBpp0088229	FBgn0085432	pan
FBpp0300839	FBgn0085432	pan
FBpp0087254	FBgn0050025	CG30025
FBpp0070468	FBgn0003996	w
FBpp0083185	FBgn0289122	Ino80
FBpp0292781	FBgn0030876	Srx
FBpp0292780	FBgn0030876	Srx
FBpp0074266	FBgn0030876	Srx
FBpp0292779	FBgn0030876	Srx
FBpp0309279	FBgn0051793	CG31793
FBpp0080682	FBgn0051793	CG31793
FBpp0302598	FBgn0033313	Cirl
FBpp0293618	FBgn0033313	Cirl
FBpp0302596	FBgn0033313	Cirl
FBpp0302597	FBgn0033313	Cirl
FBpp0293619	FBgn0033313	Cirl
FBpp0290577	FBgn0033313	Cirl
FBpp0288551	FBgn0033313	Cirl
FBpp0293617	FBgn0033313	Cirl
FBpp0075249	FBgn0263603	Zn72D
FBpp0302718	FBgn0263603	Zn72D
FBpp0305489	FBgn0263603	Zn72D
FBpp0302719	FBgn0263603	Zn72D
FBpp0075248	FBgn0263603	Zn72D
FBpp0305488	FBgn0263603	Zn72D
FBpp0076932	FBgn0261675	Npc1b
FBpp0300864	FBgn0039595	AstA-R2
FBpp0307766	FBgn0039595	AstA-R2
FBpp0084685	FBgn0039595	AstA-R2
FBpp0070170	FBgn0014903	CG14630
FBpp0305275	FBgn0033683	CG18343
FBpp0087090	FBgn0033683	CG18343
FBpp0303432	FBgn0283451	br
FBpp0304572	FBgn0283451	br
FBpp0289658	FBgn0283451	br
FBpp0070256	FBgn0283451	br
FBpp0428402	FBgn0283451	br
FBpp0070255	FBgn0283451	br
FBpp0292597	FBgn0283451	br
FBpp0070251	FBgn0283451	br
FBpp0289657	FBgn0283451	br
FBpp0428199	FBgn0283451	br
FBpp0070253	FBgn0283451	br
FBpp0292595	FBgn0283451	br
FBpp0289656	FBgn0283451	br
FBpp0300638	FBgn0283451	br
FBpp0070252	FBgn0283451	br
FBpp0292596	FBgn0283451	br
FBpp0087217	FBgn0033608	CG13220
FBpp0304694	FBgn0033608	CG13220
FBpp0311451	FBgn0039904	Hcf
FBpp0298368	FBgn0039904	Hcf
FBpp0088194	FBgn0039904	Hcf
FBpp0306551	FBgn0039904	Hcf
FBpp0088195	FBgn0039904	Hcf
FBpp0086539	FBgn0033985	CG10257
FBpp0071958	FBgn0034837	RpL22-like
FBpp0301714	FBgn0263647	CG43638
FBpp0084084	FBgn0039238	CG7016
FBpp0087978	FBgn0033187	PIG-G
FBpp0112865	FBgn0085693	CG41562
FBpp0290495	FBgn0038204	CG14357
FBpp0310370	FBgn0051788	CG31788
FBpp0080609	FBgn0051788	CG31788
FBpp0071380	FBgn0030195	CG2898
FBpp0081662	FBgn0037794	CG6254
FBpp0086435	FBgn0034049	bdg
FBpp0086434	FBgn0034049	bdg
FBpp0309031	FBgn0034049	bdg
FBpp0086433	FBgn0034049	bdg
FBpp0312593	FBgn0051064	CG31064
FBpp0308356	FBgn0051064	CG31064
FBpp0084496	FBgn0051064	CG31064
FBpp0308355	FBgn0051064	CG31064
FBpp0084494	FBgn0051064	CG31064
FBpp0084495	FBgn0051064	CG31064
FBpp0074511	FBgn0031045	CG14212
FBpp0290827	FBgn0029157	ssh
FBpp0290828	FBgn0029157	ssh
FBpp0084175	FBgn0029157	ssh
FBpp0084174	FBgn0029157	ssh
FBpp0305198	FBgn0035488	CG11593
FBpp0113001	FBgn0035488	CG11593
FBpp0073111	FBgn0035508	CG15005
FBpp0075301	FBgn0036499	CG7276
FBpp0082843	FBgn0051265	CG31265
FBpp0080097	FBgn0032524	Hacd2
FBpp0084838	FBgn0039670	CG7567
FBpp0112348	FBgn0052425	CG32425
FBpp0077862	FBgn0052425	CG32425
FBpp0077860	FBgn0052425	CG32425
FBpp0077861	FBgn0052425	CG32425
FBpp0077863	FBgn0052425	CG32425
FBpp0076303	FBgn0035924	CG6576
FBpp0076265	FBgn0011206	bol
FBpp0076268	FBgn0011206	bol
FBpp0076266	FBgn0011206	bol
FBpp0289689	FBgn0011206	bol
FBpp0311234	FBgn0011206	bol
FBpp0076267	FBgn0011206	bol
FBpp0304242	FBgn0011206	bol
FBpp0428497	FBgn0011206	bol
FBpp0428496	FBgn0011206	bol
FBpp0080411	FBgn0001994	crp
FBpp0310368	FBgn0001994	crp
FBpp0080016	FBgn0032476	CG5439
FBpp0078979	FBgn0031877	Hmgcl
FBpp0310331	FBgn0031877	Hmgcl
FBpp0088514	FBgn0034274	CG10931
FBpp0087831	FBgn0033297	Mal-A8
FBpp0308317	FBgn0265201	CG44261
FBpp0081319	FBgn0037562	Nazo
FBpp0304122	FBgn0004198	ct
FBpp0293664	FBgn0004198	ct
FBpp0071026	FBgn0004198	ct
FBpp0087493	FBgn0033483	egr
FBpp0087494	FBgn0033483	egr
FBpp0075275	FBgn0263601	mib1
FBpp0305755	FBgn0263601	mib1
FBpp0311668	FBgn0053548	SmydA-8
FBpp0309624	FBgn0053548	SmydA-8
FBpp0070405	FBgn0053548	SmydA-8
FBpp0070406	FBgn0053548	SmydA-8
FBpp0081384	FBgn0037608	mRpL19
FBpp0087850	FBgn0050364	hubl
FBpp0308447	FBgn0050364	hubl
FBpp0074109	FBgn0030795	ppk28
FBpp0311515	FBgn0033788	CG13323
FBpp0086910	FBgn0033788	CG13323
FBpp0111787	FBgn0264490	Eip93F
FBpp0303410	FBgn0264490	Eip93F
FBpp0083567	FBgn0264490	Eip93F
FBpp0085006	FBgn0039769	CG15534
FBpp0301588	FBgn0262144	CG42870
FBpp0291142	FBgn0004514	Oct-TyrR
FBpp0078132	FBgn0004514	Oct-TyrR
FBpp0083793	FBgn0039058	VhaAC39-2
FBpp0110084	FBgn0083943	CG34107
FBpp0081735	FBgn0037816	CG6345
FBpp0070784	FBgn0029816	CG12729
FBpp0085113	FBgn0039811	CG15550
FBpp0074331	FBgn0022355	Tsf1
FBpp0312205	FBgn0022355	Tsf1
FBpp0079728	FBgn0032303	CG6508
FBpp0084292	FBgn0051380	CG31380
FBpp0072040	FBgn0034920	CG5597
FBpp0071862	FBgn0034803	CG9849
FBpp0292026	FBgn0034803	CG9849
FBpp0077151	FBgn0031598	Vps53
FBpp0087646	FBgn0033376	CG8777
FBpp0302609	FBgn0036608	CG13040
FBpp0075189	FBgn0036608	CG13040
FBpp0289897	FBgn0025835	CG17707
FBpp0309058	FBgn0025835	CG17707
FBpp0089281	FBgn0027111	miple1
FBpp0072405	FBgn0027111	miple1
FBpp0302564	FBgn0027111	miple1
FBpp0099867	FBgn0013263	Trl
FBpp0089415	FBgn0013263	Trl
FBpp0089419	FBgn0013263	Trl
FBpp0089416	FBgn0013263	Trl
FBpp0099866	FBgn0013263	Trl
FBpp0089418	FBgn0013263	Trl
FBpp0305259	FBgn0013263	Trl
FBpp0089411	FBgn0013263	Trl
FBpp0089417	FBgn0013263	Trl
FBpp0305260	FBgn0013263	Trl
FBpp0084825	FBgn0042213	CG18731
FBpp0308773	FBgn0042213	CG18731
FBpp0112090	FBgn0036681	Obp73a
FBpp0402791	FBgn0036681	Obp73a
FBpp0291294	FBgn0034083	lbk
FBpp0086796	FBgn0033855	link
FBpp0083603	FBgn0038946	rdhB
FBpp0302621	FBgn0038946	rdhB
FBpp0077620	FBgn0031302	CG14340
FBpp0071886	FBgn0041236	Gr59d
FBpp0111659	FBgn0085472	CG34443
FBpp0072287	FBgn0035070	CG3650
FBpp0072065	FBgn0002791	mr
FBpp0303964	FBgn0010762	simj
FBpp0075993	FBgn0010762	simj
FBpp0075992	FBgn0010762	simj
FBpp0303963	FBgn0010762	simj
FBpp0075991	FBgn0010762	simj
FBpp0080395	FBgn0025678	CaBP1
FBpp0311643	FBgn0025678	CaBP1
FBpp0076438	FBgn0035866	Arl5
FBpp0077426	FBgn0031434	insv
FBpp0311169	FBgn0031434	insv
FBpp0087964	FBgn0033232	CG12159
FBpp0087963	FBgn0033232	CG12159
FBpp0305465	FBgn0052479	Usp10
FBpp0305464	FBgn0052479	Usp10
FBpp0072486	FBgn0052479	Usp10
FBpp0073221	FBgn0035569	CG15876
FBpp0308008	FBgn0032587	CG5953
FBpp0080431	FBgn0032587	CG5953
FBpp0290367	FBgn0032587	CG5953
FBpp0080430	FBgn0032587	CG5953
FBpp0306205	FBgn0027594	drpr
FBpp0301579	FBgn0027594	drpr
FBpp0306204	FBgn0027594	drpr
FBpp0306203	FBgn0027594	drpr
FBpp0072680	FBgn0027594	drpr
FBpp0072681	FBgn0027594	drpr
FBpp0428080	FBgn0038705	CG11626
FBpp0112159	FBgn0038705	CG11626
FBpp0091118	FBgn0053873	His4:CG33873
FBpp0079751	FBgn0032329	Art8
FBpp0288839	FBgn0039479	CG14257
FBpp0304091	FBgn0039479	CG14257
FBpp0071546	FBgn0050393	CG30393
FBpp0304478	FBgn0015221	Fer2LCH
FBpp0084987	FBgn0015221	Fer2LCH
FBpp0084988	FBgn0015221	Fer2LCH
FBpp0304477	FBgn0015221	Fer2LCH
FBpp0084986	FBgn0015221	Fer2LCH
FBpp0311574	FBgn0032085	CG9555
FBpp0079362	FBgn0032085	CG9555
FBpp0071526	FBgn0034618	CG9485
FBpp0071527	FBgn0034618	CG9485
FBpp0302010	FBgn0034618	CG9485
FBpp0289623	FBgn0034618	CG9485
FBpp0071525	FBgn0034618	CG9485
FBpp0289624	FBgn0034618	CG9485
FBpp0288637	FBgn0026874	CG13358
FBpp0087453	FBgn0033497	CG12912
FBpp0308516	FBgn0033497	CG12912
FBpp0312223	FBgn0034201	CG17290
FBpp0086141	FBgn0034201	CG17290
FBpp0306776	FBgn0039504	CG14260
FBpp0084527	FBgn0039504	CG14260
FBpp0082363	FBgn0038211	CG9649
FBpp0072006	FBgn0034894	sigmar
FBpp0072005	FBgn0034894	sigmar
FBpp0072007	FBgn0034894	sigmar
FBpp0076142	FBgn0040475	SH3PX1
FBpp0428109	FBgn0030889	CG15373
FBpp0428110	FBgn0030889	CG15373
FBpp0071545	FBgn0034612	CG10505
FBpp0079693	FBgn0051871	CG31871
FBpp0072215	FBgn0035025	uri
FBpp0076635	FBgn0002775	msl-3
FBpp0071032	FBgn0029961	Ir7a
FBpp0091105	FBgn0053859	His2A:CG33859
FBpp0083557	FBgn0045469	Gr93c
FBpp0070629	FBgn0029700	CG15576
FBpp0308549	FBgn0024836	stan
FBpp0087309	FBgn0024836	stan
FBpp0289805	FBgn0024836	stan
FBpp0303451	FBgn0024836	stan
FBpp0292315	FBgn0024836	stan
FBpp0293438	FBgn0024836	stan
FBpp0293439	FBgn0024836	stan
FBpp0070249	FBgn0025381	rush
FBpp0308661	FBgn0025381	rush
FBpp0311894	FBgn0267050	CG45494
FBpp0300911	FBgn0045073	Stim
FBpp0073955	FBgn0045073	Stim
FBpp0292600	FBgn0045073	Stim
FBpp0311355	FBgn0045073	Stim
FBpp0078237	FBgn0037406	Osi1
FBpp0288959	FBgn0259231	CCKLR-17D1
FBpp0079339	FBgn0052983	CG32983
FBpp0074461	FBgn0030998	CG14195
FBpp0310190	FBgn0030998	CG14195
FBpp0080491	FBgn0032595	CG17996
FBpp0075961	FBgn0052072	Elo68alpha
FBpp0076831	FBgn0035627	Sse
FBpp0310729	FBgn0038747	RhoGAP92B
FBpp0310727	FBgn0038747	RhoGAP92B
FBpp0310730	FBgn0038747	RhoGAP92B
FBpp0083230	FBgn0038747	RhoGAP92B
FBpp0310728	FBgn0038747	RhoGAP92B
FBpp0071016	FBgn0040923	CG11368
FBpp0089100	FBgn0015754	Lis-1
FBpp0086379	FBgn0015754	Lis-1
FBpp0086375	FBgn0015754	Lis-1
FBpp0293289	FBgn0015754	Lis-1
FBpp0075306	FBgn0028377	gdl-ORF39
FBpp0303533	FBgn0264672	Eogt
FBpp0077447	FBgn0264672	Eogt
FBpp0292478	FBgn0261849	CG42781
FBpp0080700	FBgn0086445	l(2)37Cd
FBpp0311409	FBgn0038387	blp
FBpp0082657	FBgn0038387	blp
FBpp0080096	FBgn0032525	Hsp60D
FBpp0080095	FBgn0032525	Hsp60D
FBpp0088344	FBgn0016930	Dyrk2
FBpp0089219	FBgn0016930	Dyrk2
FBpp0089218	FBgn0016930	Dyrk2
FBpp0307879	FBgn0016930	Dyrk2
FBpp0099870	FBgn0016930	Dyrk2
FBpp0099869	FBgn0016930	Dyrk2
FBpp0302965	FBgn0016930	Dyrk2
FBpp0311722	FBgn0034565	CG15650
FBpp0071483	FBgn0034565	CG15650
FBpp0082543	FBgn0051301	CG31301
FBpp0083776	FBgn0004882	orb
FBpp0290706	FBgn0004882	orb
FBpp0083777	FBgn0004882	orb
FBpp0083778	FBgn0004882	orb
FBpp0306565	FBgn0004882	orb
FBpp0099607	FBgn0004882	orb
FBpp0099606	FBgn0004882	orb
FBpp0297935	FBgn0032026	CG7627
FBpp0079228	FBgn0032026	CG7627
FBpp0074607	FBgn0036967	SCCRO4
FBpp0305010	FBgn0036967	SCCRO4
FBpp0074606	FBgn0036967	SCCRO4
FBpp0310634	FBgn0036967	SCCRO4
FBpp0080731	FBgn0032727	Bhmt
FBpp0311159	FBgn0032727	Bhmt
FBpp0311160	FBgn0032727	Bhmt
FBpp0308393	FBgn0011746	ana
FBpp0289728	FBgn0011746	ana
FBpp0087642	FBgn0011746	ana
FBpp0311619	FBgn0026089	CG14817
FBpp0070349	FBgn0026089	CG14817
FBpp0088103	FBgn0033134	Tsp42El
FBpp0070859	FBgn0015818	Spx
FBpp0076700	FBgn0020642	Lcp65Ac
FBpp0087308	FBgn0033541	CG12934
FBpp0308548	FBgn0033541	CG12934
FBpp0077124	FBgn0053003	CG33003
FBpp0288510	FBgn0053003	CG33003
FBpp0305868	FBgn0030703	MSBP
FBpp0290813	FBgn0030703	MSBP
FBpp0073959	FBgn0030703	MSBP
FBpp0073253	FBgn0030258	CG1552
FBpp0073252	FBgn0030258	CG1552
FBpp0312029	FBgn0030258	CG1552
FBpp0091119	FBgn0053874	His2B:CG33874
FBpp0300876	FBgn0029881	pigs
FBpp0310031	FBgn0029881	pigs
FBpp0070909	FBgn0029881	pigs
FBpp0076199	FBgn0036005	pall
FBpp0080467	FBgn0040261	Ugt37E1
FBpp0081245	FBgn0051472	sgll
FBpp0081244	FBgn0051472	sgll
FBpp0084991	FBgn0039767	CG2218
FBpp0308287	FBgn0039767	CG2218
FBpp0085095	FBgn0016123	Alp4
FBpp0085096	FBgn0016123	Alp4
FBpp0081446	FBgn0037654	CG11983
FBpp0307730	FBgn0037654	CG11983
FBpp0309277	FBgn0030742	CG9919
FBpp0074015	FBgn0030742	CG9919
FBpp0072037	FBgn0034919	CG5569
FBpp0072038	FBgn0011236	ken
FBpp0072893	FBgn0024194	rasp
FBpp0306442	FBgn0003134	Pp1alpha-96A
FBpp0084026	FBgn0003134	Pp1alpha-96A
FBpp0070134	FBgn0086368	tw
FBpp0307386	FBgn0086368	tw
FBpp0073740	FBgn0030555	Fbxl4
FBpp0305574	FBgn0036262	Miox
FBpp0288569	FBgn0036262	Miox
FBpp0086640	FBgn0019938	Polr1A
FBpp0072072	FBgn0283494	Ak2
FBpp0099419	FBgn0054008	CG34008
FBpp0075532	FBgn0036390	CG13738
FBpp0310797	FBgn0266434	CG45064
FBpp0083774	FBgn0039071	bb8
FBpp0083044	FBgn0038612	cona
FBpp0079498	FBgn0032156	CG13124
FBpp0290089	FBgn0032156	CG13124
FBpp0290088	FBgn0032156	CG13124
FBpp0290090	FBgn0032156	CG13124
FBpp0079497	FBgn0032156	CG13124
FBpp0290091	FBgn0032156	CG13124
FBpp0290092	FBgn0032156	CG13124
FBpp0288636	FBgn0032156	CG13124
FBpp0290093	FBgn0032156	CG13124
FBpp0308687	FBgn0029067	Dd
FBpp0076921	FBgn0029067	Dd
FBpp0308686	FBgn0029067	Dd
FBpp0071832	FBgn0050259	CG30259
FBpp0082464	FBgn0028662	VhaPPA1-1
FBpp0300391	FBgn0028662	VhaPPA1-1
FBpp0090974	FBgn0053557	CG33557
FBpp0110319	FBgn0083985	CG34149
FBpp0112399	FBgn0083985	CG34149
FBpp0077293	FBgn0031515	CG9664
FBpp0077292	FBgn0031515	CG9664
FBpp0294026	FBgn0031515	CG9664
FBpp0077294	FBgn0031515	CG9664
FBpp0071884	FBgn0034825	Gpdh2
FBpp0296947	FBgn0039257	tnc
FBpp0296948	FBgn0039257	tnc
FBpp0072243	FBgn0035041	CG13594
FBpp0310100	FBgn0035041	CG13594
FBpp0309070	FBgn0034143	CG8303
FBpp0309071	FBgn0034143	CG8303
FBpp0077486	FBgn0051679	Tengl3
FBpp0076792	FBgn0040239	bc10
FBpp0087803	FBgn0033322	CG8584
FBpp0074210	FBgn0030841	CG8568
FBpp0083338	FBgn0051199	CG31199
FBpp0307420	FBgn0051016	CG31016
FBpp0290184	FBgn0051016	CG31016
FBpp0072927	FBgn0035436	CG12016
FBpp0072928	FBgn0035436	CG12016
FBpp0304557	FBgn0013467	igl
FBpp0086495	FBgn0013467	igl
FBpp0086494	FBgn0013467	igl
FBpp0301282	FBgn0001224	Hsp23
FBpp0076181	FBgn0001224	Hsp23
FBpp0289997	FBgn0035333	CG1317
FBpp0072779	FBgn0035333	CG1317
FBpp0311656	FBgn0035333	CG1317
FBpp0084782	FBgn0039639	Alg13
FBpp0302640	FBgn0033312	CG8642
FBpp0073382	FBgn0030319	CG2533
FBpp0085688	FBgn0261456	hpo
FBpp0304253	FBgn0261456	hpo
FBpp0088172	FBgn0039914	mav
FBpp0081658	FBgn0051477	ATPsynepsilonL
FBpp0305957	FBgn0051477	ATPsynepsilonL
FBpp0112320	FBgn0051477	ATPsynepsilonL
FBpp0086196	FBgn0004784	inaC
FBpp0072562	FBgn0035205	Ctr9
FBpp0072561	FBgn0035205	Ctr9
FBpp0081076	FBgn0017456	Ubc84D
FBpp0304156	FBgn0035160	hng3
FBpp0072497	FBgn0035160	hng3
FBpp0423055	FBgn0039485	Jhbp11
FBpp0423054	FBgn0039485	Jhbp11
FBpp0076104	FBgn0036009	Or67a
FBpp0086957	FBgn0033762	ZnT49B
FBpp0086958	FBgn0033762	ZnT49B
FBpp0089395	FBgn0005655	PCNA
FBpp0085619	FBgn0005655	PCNA
FBpp0309718	FBgn0031690	CG7742
FBpp0312111	FBgn0031690	CG7742
FBpp0078725	FBgn0031690	CG7742
FBpp0309717	FBgn0031690	CG7742
FBpp0086453	FBgn0050080	CG30080
FBpp0291709	FBgn0050080	CG30080
FBpp0290195	FBgn0030882	Gss1
FBpp0290192	FBgn0030882	Gss1
FBpp0290193	FBgn0030882	Gss1
FBpp0309327	FBgn0030882	Gss1
FBpp0290196	FBgn0030882	Gss1
FBpp0290191	FBgn0030882	Gss1
FBpp0290194	FBgn0030882	Gss1
FBpp0078133	FBgn0037149	CG14561
FBpp0306231	FBgn0037149	CG14561
FBpp0303135	FBgn0001085	fz
FBpp0075485	FBgn0001085	fz
FBpp0072228	FBgn0015040	Cyp9c1
FBpp0073225	FBgn0046793	CG32236
FBpp0073556	FBgn0052645	CG32645
FBpp0083029	FBgn0038584	mTerf5
FBpp0081014	FBgn0051626	CG31626
FBpp0081015	FBgn0051626	CG31626
FBpp0293082	FBgn0030797	CG13004
FBpp0111909	FBgn0030797	CG13004
FBpp0300888	FBgn0030797	CG13004
FBpp0074125	FBgn0030797	CG13004
FBpp0079565	FBgn0004419	me31B
FBpp0079566	FBgn0004419	me31B
FBpp0290540	FBgn0259876	Cap-G
FBpp0288780	FBgn0259876	Cap-G
FBpp0079123	FBgn0014454	Acp1
FBpp0311858	FBgn0264911	CG44102
FBpp0311857	FBgn0264911	CG44102
FBpp0080781	FBgn0032788	CG13084
FBpp0087880	FBgn0033275	CG14756
FBpp0290743	FBgn0035255	RabX5
FBpp0074933	FBgn0036756	Cln3
FBpp0305846	FBgn0036756	Cln3
FBpp0082884	FBgn0038512	CG14330
FBpp0071118	FBgn0030027	CG1632
FBpp0298283	FBgn0030027	CG1632
FBpp0297357	FBgn0262114	RanBPM
FBpp0303464	FBgn0262114	RanBPM
FBpp0087357	FBgn0262114	RanBPM
FBpp0312425	FBgn0262114	RanBPM
FBpp0087358	FBgn0262114	RanBPM
FBpp0099887	FBgn0262114	RanBPM
FBpp0085986	FBgn0034296	CG10912
FBpp0079900	FBgn0261266	zuc
FBpp0076123	FBgn0036029	CG16719
FBpp0078166	FBgn0037170	Trxr2
FBpp0073050	FBgn0045479	Gr64a
FBpp0070536	FBgn0029649	CG4116
FBpp0304770	FBgn0029649	CG4116
FBpp0306575	FBgn0004573	5-HT7
FBpp0085108	FBgn0004573	5-HT7
FBpp0076372	FBgn0035916	GAPsec
FBpp0075650	FBgn0052109	CG32109
FBpp0308351	FBgn0039152	Root
FBpp0293091	FBgn0039152	Root
FBpp0308352	FBgn0039152	Root
FBpp0081273	FBgn0042102	CG18745
FBpp0311859	FBgn0033551	CG7222
FBpp0087318	FBgn0033551	CG7222
FBpp0291634	FBgn0034662	CG13492
FBpp0311840	FBgn0053497	Sdic2
FBpp0089016	FBgn0053497	Sdic2
FBpp0311841	FBgn0053497	Sdic2
FBpp0082100	FBgn0286507	vrs
FBpp0086074	FBgn0034218	CG18467
FBpp0070467	FBgn0040356	CG12498
FBpp0084316	FBgn0051089	CG31089
FBpp0072999	FBgn0040694	CG14974
FBpp0312388	FBgn0040694	CG14974
FBpp0078927	FBgn0028467	Ube4A
FBpp0083974	FBgn0001230	Hsp68
FBpp0083238	FBgn0243511	psidin
FBpp0085297	FBgn0032972	CG10834
FBpp0300320	FBgn0261507	CG42655
FBpp0306037	FBgn0035953	CG5087
FBpp0076247	FBgn0035953	CG5087
FBpp0111387	FBgn0085307	CG34278
FBpp0083138	FBgn0038660	Sgsh
FBpp0070793	FBgn0029819	Usp30
FBpp0310141	FBgn0029819	Usp30
FBpp0074501	FBgn0285947	RpS10b
FBpp0074500	FBgn0285947	RpS10b
FBpp0300512	FBgn0285947	RpS10b
FBpp0310720	FBgn0285947	RpS10b
FBpp0071131	FBgn0030026	sni
FBpp0311239	FBgn0030026	sni
FBpp0073264	FBgn0030245	CG1637
FBpp0073263	FBgn0030245	CG1637
FBpp0308868	FBgn0030245	CG1637
FBpp0312076	FBgn0030245	CG1637
FBpp0073262	FBgn0030245	CG1637
FBpp0086600	FBgn0033960	CG10151
FBpp0086602	FBgn0033960	CG10151
FBpp0288372	FBgn0033960	CG10151
FBpp0086601	FBgn0033960	CG10151
FBpp0289380	FBgn0263780	CG17684
FBpp0306782	FBgn0263780	CG17684
FBpp0080383	FBgn0028897	CG4935
FBpp0288720	FBgn0043854	slam
FBpp0311179	FBgn0043854	slam
FBpp0073819	FBgn0030625	CG5877
FBpp0309378	FBgn0030625	CG5877
FBpp0073818	FBgn0030625	CG5877
FBpp0290777	FBgn0020251	sfl
FBpp0076677	FBgn0020251	sfl
FBpp0428487	FBgn0020251	sfl
FBpp0428498	FBgn0020251	sfl
FBpp0071835	FBgn0020257	Ppa
FBpp0309766	FBgn0020257	Ppa
FBpp0303282	FBgn0020257	Ppa
FBpp0070904	FBgn0029877	CG17717
FBpp0070905	FBgn0029877	CG17717
FBpp0311613	FBgn0034753	CG2852
FBpp0071844	FBgn0034753	CG2852
FBpp0423123	FBgn0037171	CG14459
FBpp0423124	FBgn0037171	CG14459
