proteolysis	GO:0006508	"ace	ace2	actmap	adam10a	adam10b	adam11	adam12b	adam15	adam17a	adam17b	adam19a	adam19b	adam22	adam23a	adam28	adam8a	adam8b	adam9a	adam9b	adamts1	adamts10	adamts12	adamts13	adamts15a	adamts15b	adamts16	adamts17	adamts18	adamts2a	adamts3	adamts6	adamts8a	adamts9	adgb	aebp1a	aebp1b	afg3l1	afg3l2	agbl2	agbl4	agbl5	agtpbp1	ank2b	anpepa	anpepb.1	anpepb.2	anpepla	anpeplb	aopep	apaf1	apeh	asrgl1	atg4a	atg4b	atg4c	atg4da	atg4db	atp23	atxn3	bace1	bace2	bap1	blmh	bmp1a	bmp1b	brcc3	c1r	c1s.2	c6ast1	c6ast3	c6ast4	capn1	capn10	capn12	capn15	capn1a	capn1b	capn2a	capn2b	capn2l	capn3a	capn3b	capn5a	capn5b	capn7	capn8	capn9	casp10	casp17	casp2	casp20	casp21	casp22	casp23	casp3a	casp3b	casp6a	casp6b.1	casp6b.2	casp7	casp8	casp8l1	casp9	caspa	caspb	caspbl	cela1.1	cela1.2	cela1.3	cela1.4	cela1.5	cela1.6	cfb	cfbl	cfd	cfi	cflara	clpp	clpxa	clpxb	cndp1	cndp2	cops5	corin	cpa1	cpa2	cpa4	cpa5	cpa6	cpb1	cpb2	cpda	cpdb	cpe	cpm	cpn1	cpo	cpvl	cpxm1a	cpxm1b	cpxm2	cpz	ctrb.1	ctrb.2	ctrb.3	ctrl	cts12	ctsa	ctsba	ctsbb	ctsc	ctsd	ctsf	ctsh	ctsk	ctsl.1	ctsla	ctslb	ctslb.4	ctsll	ctso	ctss1	ctss2.1	ctss2.2	ctsz	cuzd1.1	ddi2	desi2	dhh	dnpep	dpep1	dpep2	dpp3	dpp4	dpp6a	dpp6b	dpp7	dpp9	ece1	ece2b	ela2	ela2l	ela3l	enpep	erap1a	erap1b	erap2	espl1	f10	f2	f2r	f2rl1.1	f2rl1.2	f7	f7i	f7l	f9a	f9b	f9bl	fap	ftr06	furina	furinb	gzm3	gzm3.2	gzm3.3	gzm3.4	gzma	gzmk	habp2	hce2l1	hce2l2	he1.1	he1.2	he1.3	hgfa	hmces	hp	hpn	htra1a	htra1b	htra2-10	htra2-12	htra2-14	htra2-3	htra2-6	htra2-7	htra3a	htra3b	htra4	ide	ihha	ihhb	immp1l	immp2l	josd1	josd2	kel	lap3	lgmn	lmln	lnpep	loc100149563	loc100334908	lonp1	lonp2	lta4h	maip1	malt1	malt2	malt3	masp1	masp2	mbtps1	mbtps2	mep1a.1	mep1a.2	mep1ba	mep1bb	metap1	metap1d	metap2a	metap2b	mindy1	mindy2	mindy3	mindy4	mindy4b	mipepa	mipepb	mmel1	mmp11a	mmp11b	mmp13a	mmp13b	mmp14a	mmp14b	mmp15a	mmp15b	mmp16a	mmp16b	mmp17a	mmp17b	mmp19	mmp2	mmp20a	mmp20b	mmp21	mmp23ba	mmp23bb	mmp24	mmp25a	mmp25b	mmp28	mmp30	mmp9	mpnd	msmbl	mst1	mysm1	naalad2	napsa	nln	nlrp1	nots	npepl1	npepps	npsn	nrd1a	nrd1b	nrip2	oma1	otub1a	otub1b	otud5a	otud5b	otud6b	ovch1	pamr1a	pamr1b	pappa2	pappaa	park7	parla	pcolcea	pcolceb	pcsk1	pcsk2	pcsk5a	pcsk5b	pcsk6	pcsk7	pcsk9	pepd	pgpep1	pgpep1l	phex	pigk	pitrm1	plat	plaua	plaub	plg	pm20d1.1	pm20d1.2	pmpca	pmpcb	prcp	prep	prepl	proca	proza	prozb	prss1	prss12	prss16	prss23	prss35	prss59	prss59.1	prss59.2	prss60.1	prss60.2	prss60.3	psen1	psen2	psmb8a	psmc2	psmc3	psmc4	psmc5	psmc6	psmd8	psmd9	rapgef2b	rapgef6	rbp3	rce1a	rce1b	ren	rgs3a	rnpep	rnpepl1	scpep1	scrn2	scrn3	sdcbp	sdcbp2	sec11a	senp1	senp2	senp3a	senp3b	senp5	senp6a	senp6b	senp7b	senp8	shha	shhb	si:ch1073-280e3.1	si:ch211-122f10.4	si:ch211-202f3.3	si:ch211-202f3.4	si:ch211-212d10.1	si:ch211-212k18.13	si:ch211-267e7.3	si:ch211-51a6.2	si:ch73-127m5.1	si:dkey-100n23.3	si:dkey-10b15.8	si:dkey-112g5.14	si:dkey-13e3.1	si:dkey-16l2.17	si:dkey-21e2.10	si:dkey-21e2.13	si:dkey-21e2.14	si:dkey-21e2.15	si:dkey-21e2.16	si:dkey-21e2.4	si:dkey-21e2.7	si:dkey-238d18.3	si:dkey-239j18.2	si:dkey-239j18.3	si:dkey-269i1.4	si:dkey-26g8.4	si:dkey-26g8.5	si:dkey-32n7.7	si:dkey-33c12.12	si:dkey-33m11.7	si:dkey-33m11.8	si:dkey-3n22.9	si:dkey-69o16.5	si:dkey-78l4.1	si:dkey-78l4.11	si:dkey-78l4.12	si:dkey-78l4.2	si:dkey-78l4.5	si:dkey-78l4.6	si:dkey-78l4.7	si:dkey-78l4.8	si:dkey-84o3.2	si:dkey-84o3.3	si:dkey-84o3.7	si:dkeyp-50d11.2	si:dkeyp-93a5.2	si:dkeyp-93a5.3	spg7	sprtn	st14	st14a	st14b	stambpa	stambpl1	tax1bp3	tgm2a	tgm2b	tgm8	thop1	tinagl1	tjp3	tll1	tmprss13a	tmprss13b	tmprss15	tmprss2	tmprss3a	tmprss4a	tmprss4b	tmprss5	tmprss9	tpp1	tpp2	trabd2a	trabd2b	traf7	trhde.1	trhde.2	tysnd1	uchl1	uchl3	uchl5	ufsp1	ufsp2	uqcrc2b	usp1	usp10	usp11	usp12a	usp12b	usp13	usp14	usp16	usp20	usp21	usp22	usp24	usp25	usp2a	usp2b	usp3	usp30	usp33	usp37	usp43a	usp44	usp45	usp46	usp48	usp49	usp5	usp7	usp9	uspl1	xpnpep1	xpnpep2	xpnpep3	yme1l1a	yme1l1b	yod1	zgc:100868	zgc:110239	zgc:112038	zgc:112285	zgc:123217	zgc:123295	zgc:136872	zgc:136971	zgc:152830	zgc:153913	zgc:153968	zgc:154142	zgc:162184	zgc:162975	zgc:163079	zgc:165423	zgc:171509	zgc:171592	zgc:174153	zgc:174154	zgc:174855	zgc:85932	zgc:92313	zgc:92590	zmp:0000001088	zmpste24	zranb1a	zranb1b"
liver development	GO:0001889	"a2ml	acvr1l	aldh1a2	aldh8a1	angptl3	apc	bmp2b	bms1	cdx1b	cebpa	celf1	cep128	cnr1	cnr2	cpn1	ctnnb1	dio3b	dkk1b	dkk2	dnmt1	eed	eif3i	epcam	fads2	fgf10a	fgf10b	fgfr1a	fgl1b	fhl1b	fscn1a	fzd5	gam	gata4	gata5	gata6	gfer	grna	hdac1	hdac3	hhex	hnf1a	hnf1ba	hnf1bb	id2a	irf2bp2a	jag1b	jag2b	klf6a	kremen1	lars1b	leg1.1	leg1.2	lrp5	lumpazi	mapk10	mbtps1	met	mgaa	mmp23bb	mpi	mpv17	mtch2	ndr1	nol9	nos1	notch2	notch3	nr5a2	nup54	nup62l	onecut1	onecut3a	pctp	pkd1a	pklr	pnpla3	ppm1kb	ppp1cb	ppp1r12a	prkcsh	raraa	rarab	rarga	rbm15	rbp4	rcl1	rnpc3	samm50	sec13	sec31a	sec63	selenoh	slc2a2	smc2	snx7	sox32	srebf1	srebf2	supv3l1	tbx16	tbxta	tdgf1	tip	tnfa	tnfb	tomm22	trappc11	trib1	trp	uhrf1	unm_swuv11a	unm_swuv14a	unm_swuv14b	unm_swuv15a	unm_swuv15b	unm_swuv17a	unm_swuv18a	unm_swuv18b	unm_swuv18c	unm_swuv21a	unm_swuv23a	unm_swuv25a	unm_swuv26a	unm_swuv26b	unm_swuv28a	unm_swuv28b	unm_swuv28c	unm_swuv2a	unm_swuv31a	unm_swuv33a	unm_swuv33b	unm_swuv37a	unm_swuv3a	unm_swuv40a	unm_swuv40b	unm_swuv42b	unm_swuv43a	unm_swuv44a	unm_swuv6a	unm_swuv9a	unm_swuv9b	unm_swuv9c	unm_swuv9d	vps11	wnt2	wnt2bb	xbp1	yap1	zfyve9a"
developmental pigmentation	GO:0048066	"atp6v0b	bch	bed	blc	bli	blr	bls	bnc2	bri	bry	bs	bst	cco	clx	coo	cot	csf1ra	dct	dfd	dharma	dim	dio2	edi	ednraa	ednrab	ednrba	erbb3b	fad	fet	frks	ful	ger	hei	hps5	impdh1a	ivy	kef	kita	lcl	led	lnd	los	ltk	mat	meox1	mib1	mir	mlk	mpv17	mrd	mycbp2	nkl	nob	noto	obs	pax3a	pax7a	pch	pep	pet	pew	pio	pk	pmela	pol	prdm1a	psenen	pun	pup	puz	qam	qua	ric	sah	sbl	slc24a5	slc45a2	sll	sltn	sox10	spe	stas	stw	szl	tapt1a	tapt1b	tar	tdo	tfap2a	tfap2e	tig	tin	tnd	tod	trim33	trpm7	ts	tyr	tyrp1a	tyrp1b	uni	unm_ta53b	unm_tc218	unm_tc233b	unm_te374b	unm_tf241	unm_tg203b	unm_tg283c	unm_ti201	unm_ti205	unm_tj266c	unm_tm107	unm_tn14	unm_to253	unm_to275a	unm_tq1	unm_tq262a	unm_ts236	unm_tt249	unm_tu235b	unm_tu46	unm_tv201	unm_tv49a	unm_tw212c	unm_tx216	unm_ty105g	unm_tz224	unm_tz249	unm_tz284	unm_tz294	uns	van	vps39	wsh	yob	yoc"
response to bacterium	GO:0009617	"angptl4	bfb	cebpb	cfb	cfbl	cpt1b	crp2	ctsd	cxcl8a	cxcl8b.1	cxcr3.2	cxcr4b	duox	f5	furina	hadhaa	hamp	hnf4a	il1b	irak4	irg1l	lect2.1	lta4h	mavs	mhc1ufa	mmp9	mpx	mxa	nitr13	nitr14a	nitr1b	nitr1c	nitr1n	nitr2a	nitr2b	nitr3a	nitr4a	nitr5	nitr6a	nitr6b	nitr7a	nitr7b	nitr8	nitr9	nlrc5	nod2	pcna	rhogb	saa	si:ch1073-280e3.1	tfa	tlr22	tlr3	tnfa	tnfrsf1a	traf6"
heart development	GO:0007507	"abraa	acd	actn2b	acvr1l	adamts5	adap2	adcy9	adgrg6	agap2	ajuba	aldh1l1	ankrd6b	apela	apln	aplnr2	aplnra	aplnrb	asb2a.1	asb2b	atg5	atg7	atoh8	atp1a1a.1	atp1a1a.2	atp1a2a	atp1b2b	axin2	becn1	birc5a	birc5b	bmp4	brk1	cacybp	cav1	ccm2	ccm2l	ccsapb	cdc73	cdca8	cdh5	celsr1a	celsr1b	cep128	cfdp1	cftr	chd7	coa6	crip1	crip2	csad	csnk1a1	ctr9	cul3a	cul4a	cyp19a1b	cyp26a1	dnaaf4	dsc2l	dspa	dspb	eaf1	eaf2	eef1a1a	eif3hb	eng	erp44	esco2	etsrp	eya4	ezh2	fabp3	fbln1	flncb	fn1a	fn1b	foxc1a	fryl	fxr1	gata4	gata5	get1	gfer	ghrl	gins3	gja1a	gja1b	gja5a	gja5b	gjd6	grk3	grk5	hand2	hdac1	heg1	hey2	hhex	hopx	hoxb5b	hspb12	hspb7	htr2b	ift122	igf1ra	igf1rb	igfbp2a	ilk	iqgap2	isl1a	jupa	kat2a	kat2b	kctd10	kdm6a	kdm6al	kdm6ba	kdm6bb	kif20a	klf2a	klf2b	klhl24a	kmt2d	kras	krit1	ldb3a	leo1	lmo7b	lrp2a	maml3	map3k3	masp1	mbnl2	med10	med12	mef2aa	mef2b	mef2ca	mef2cb	mef2d	meis2b	mib1	myl2a	myl2b	nckap1	ndufa7	ndufb11	nf1a	nf1b	nfat5a	nfil3	ninj1	nipbla	nipblb	nkx2.5	nop56	npas4l	nuf2	nup37	nup43	nup54	nup62l	nxt2	pabpc1a	paf1	pak1	pard6a	pbx4	pdcd10a	pdcd10b	pdgfra	pdlim1	pdlim2	pdlim3a	pdlim4	pdlim5b	pdlim7	pkd2	pkn2a	pkp2	poc1b	popdc1	popdc2	popdc3	pou4f1	pou4f2	ppm1kb	ppp2r3a	prkci	prom2	psd2	ptpn11a	ptpn22	ptprt	racgap1	rad21a	raf1a	rap1aa	rap1b	rarab	rbpja	rbpjb	rit1	rpa1	rtf1	rttn	ruvbl1	ruvbl2	s1pr1	s1pr2	sap130a	scarna1	seraf	setd5	shha	shox2	sin3ab	slc2a12	smad6a	smyd2a	smyd2b	smyd3	smyd4	snai1b	snrpd1	sox17	sox9a	sox9b	stk24b	stk25a	stk25b	supt6h	surf6	syne1b	tab2	tafazzin	tal1	tbck	tbx1	tbx20	tbx5a	tbx5b	tcf7l1a	tcf7l1b	tdgf1	tek	tfpi2	tgfbr1a	tgfbr1b	tgfbr2b	tgfbr2l	thraa	thrab	tie1	tmem65	tnni1b	tnnt2a	ttn.2	ugdh	vclb	vezf1b	wasf2	wdr11	wdr62	wnt11	wnt11f2	wnt4	ywhag1	yy1a	zdhhc16a	zdhhc16b	zfpm1	zfpm2a	zfpm2b"
Wnt signaling pathway	GO:0016055	"adgra2	adnpa	amer1	amer2	amotl2a	amotl2b	ap2m1a	ap2m1b	apc	apc2	axin1	axin2	ccdc88c	chd8	csnk1da	csnk1db	csnk1g1	csnk1g2a	csnk1g2b	csnk2b	csrp1a	ctnnb1	cxxc4	cyld	cyldl	dact1	dact2	ddit3	dixdc1a	dixdc1b	draxina	draxinb	dvl1b	dvl2	dvl3a	dvl3b	fam53b	fbxw11a	fbxw11b	fermt2	fgf3	frzb	fzd1	fzd10	fzd4	fzd5	fzd6	gid8a	gid8b	hdac1	invs	klhl12	kremen1	lef1	lgr4	lmbr1l	lpxn	lrp6	lzts2a	lzts2b	med10	mesd	metap2b	ndp	ndrg2	nkd1	nkd2a	nkd2b	notum1a	nphp3	nxn	pkd2	prickle1a	prkaa1	prkaa2	pygo1	pygo2	reck	rhoab	rnf146	rock2a	ror1	ror2	rspo1	rspo2	rspo3	rspo4	sfrp1a	sfrp1b	sfrp2	sfrp2l	sfrp5	sp5l	strn	tax1bp3	tbxta	tcf7	tcf7l1a	tcf7l1b	tcf7l2	tet2	tet3	trabd2a	trabd2b	vangl2	vax2	wif1	wls	wnt1	wnt10a	wnt10b	wnt11	wnt11f2	wnt16	wnt2	wnt2ba	wnt2bb	wnt3	wnt3a	wnt4	wnt4b	wnt5a	wnt5b	wnt6a	wnt6b	wnt7aa	wnt7ab	wnt7ba	wnt7bb	wnt8a	wnt8b	wnt9a	wnt9b	wwox	zgc:162025	znrf3	zranb1a	zranb1b"
atrioventricular canal development	GO:0036302	"actc1a	adcy2a	dchs1b	flt4	foxn4	has2	id4	itpr1b	kctd10	med10	mmd	nppa	nppb	plcb2	rhoua	tbx2b	tbx5a	tmsb4x"
